industry,founded_year,city,no_of_founders,funding_stage,previous_funding_amount,investment_type,market_size_category,target_funding_category,startup_age,founder_strength,funding_momentum,startup_maturity,funding_intensity,strong_team_flag
Ai,2014,Bangalore,3,Seed,12.48,Pe,Small,Medium,10,30,1.1345454545454545,Mature,124.80000000000001,Yes
Fintech,2020,Bangalore,3,Series A,15.41,Vc,Large,Large,4,30,3.082,Growth,61.64,Yes
Ai,2017,Pune,4,Seed,16.58,Pe,Medium,Large,7,40,2.0725,Growth,116.05999999999999,Yes
Fintech,2017,Mumbai,2,Series B,4.6,Angel,Large,Large,7,20,0.575,Growth,32.199999999999996,No
Ai,2012,Chennai,2,Series A,5.25,Vc,Medium,Medium,12,20,0.40384615384615385,Mature,63.0,No
E-Commerce,2018,Delhi,4,Series A,7.66,Angel,Medium,Large,6,40,1.0942857142857143,Growth,45.96,Yes
E-Commerce,2020,Hyderabad,4,Seed,5.15,Pe,Medium,Medium,4,40,1.03,Growth,20.6,Yes
Fintech,2021,Pune,3,Seed,10.89,Pe,Small,Medium,3,30,2.7225,Early,32.67,Yes
Saas,2012,Delhi,3,Seed,16.18,Angel,Medium,Large,12,30,1.2446153846153847,Mature,194.16,Yes
E-Commerce,2020,Chennai,3,Seed,3.24,Pe,Medium,Small,4,30,0.648,Growth,12.96,Yes
Saas,2018,Chennai,4,Seed,8.27,Angel,Small,Medium,6,40,1.1814285714285713,Growth,49.62,Yes
Edtech,2011,Pune,2,Series B,14.59,Pe,Small,Large,13,20,1.042142857142857,Mature,189.67,No
Fintech,2009,Mumbai,2,Series A,14.13,Vc,Large,Large,15,20,0.883125,Mature,211.95000000000002,No
E-Commerce,2021,Delhi,2,Series A,4.93,Pe,Medium,Medium,3,20,1.2325,Early,14.79,No
Healthtech,2016,Bangalore,3,Seed,13.28,Angel,Large,Large,8,30,1.4755555555555555,Mature,106.24,Yes
Edtech,2017,Mumbai,2,Seed,19.34,Angel,Small,Large,7,20,2.4175,Growth,135.38,No
Saas,2017,Mumbai,3,Seed,12.6,Vc,Medium,Large,7,30,1.575,Growth,88.2,Yes
E-Commerce,2019,Hyderabad,4,Series A,6.68,Angel,Large,Large,5,40,1.1133333333333333,Growth,33.4,Yes
Fintech,2017,Mumbai,1,Seed,10.4,Vc,Small,Medium,7,10,1.3,Growth,72.8,No
Ai,2017,Delhi,4,Series A,6.89,Angel,Large,Large,7,40,0.86125,Growth,48.23,Yes
Healthtech,2010,Chennai,3,Series A,10.73,Vc,Medium,Large,14,30,0.7153333333333334,Mature,150.22,Yes
Saas,2018,Pune,2,Series A,16.85,Pe,Medium,Large,6,20,2.4071428571428575,Growth,101.10000000000001,No
Edtech,2018,Hyderabad,1,Seed,2.85,Angel,Medium,Small,6,10,0.40714285714285714,Growth,17.1,No
Fintech,2010,Pune,1,Seed,8.38,Angel,Medium,Medium,14,10,0.5586666666666668,Mature,117.32000000000001,No
Healthtech,2010,Pune,1,Series A,12.75,Angel,Large,Large,14,10,0.85,Mature,178.5,No
Fintech,2015,Bangalore,4,Series B,9.41,Pe,Large,Large,9,40,0.9410000000000001,Mature,84.69,Yes
E-Commerce,2013,Delhi,1,Series B,15.68,Angel,Medium,Large,11,10,1.3066666666666666,Mature,172.48,No
Ai,2008,Bangalore,3,Series A,3.4,Vc,Medium,Medium,16,30,0.19999999999999998,Mature,54.4,Yes
Edtech,2019,Mumbai,3,Series B,17.52,Angel,Small,Large,5,30,2.92,Growth,87.6,Yes
Fintech,2020,Delhi,4,Seed,19.57,Angel,Medium,Large,4,40,3.914,Growth,78.28,Yes
Saas,2022,Pune,2,Seed,7.33,Vc,Medium,Medium,2,20,2.4433333333333334,Early,14.66,No
E-Commerce,2021,Hyderabad,2,Seed,2.45,Vc,Medium,Small,3,20,0.6125,Early,7.3500000000000005,No
E-Commerce,2010,Pune,4,Series A,19.76,Angel,Medium,Large,14,40,1.3173333333333335,Mature,276.64000000000004,Yes
Edtech,2011,Hyderabad,2,Seed,7.15,Pe,Small,Medium,13,20,0.5107142857142858,Mature,92.95,No
E-Commerce,2020,Bangalore,2,Seed,9.94,Vc,Medium,Medium,4,20,1.988,Growth,39.76,No
Saas,2009,Chennai,1,Series A,5.01,Vc,Large,Large,15,10,0.313125,Mature,75.14999999999999,No
Fintech,2023,Pune,4,Seed,1.3,Vc,Medium,Small,1,40,0.65,Early,1.3,Yes
Edtech,2023,Hyderabad,4,Series A,2.68,Angel,Small,Small,1,40,1.34,Early,2.68,Yes
E-Commerce,2013,Bangalore,2,Seed,4.91,Angel,Large,Medium,11,20,0.4091666666666667,Mature,54.010000000000005,No
E-Commerce,2017,Chennai,2,Series B,19.76,Vc,Large,Large,7,20,2.47,Growth,138.32000000000002,No
Saas,2019,Delhi,4,Series B,15.97,Vc,Small,Large,5,40,2.6616666666666666,Growth,79.85000000000001,Yes
Ai,2008,Hyderabad,3,Series B,8.53,Vc,Large,Large,16,30,0.5017647058823529,Mature,136.48,Yes
Ai,2008,Hyderabad,4,Series A,6.52,Angel,Medium,Medium,16,40,0.38352941176470584,Mature,104.32,Yes
E-Commerce,2015,Pune,1,Series A,3.05,Pe,Small,Small,9,10,0.305,Mature,27.45,No
Fintech,2011,Pune,2,Seed,9.8,Pe,Large,Large,13,20,0.7000000000000001,Mature,127.4,No
Edtech,2022,Bangalore,1,Series A,18.16,Angel,Medium,Large,2,10,6.053333333333334,Early,36.32,No
E-Commerce,2022,Hyderabad,4,Series A,19.87,Vc,Small,Large,2,40,6.623333333333334,Early,39.74,Yes
Healthtech,2008,Bangalore,2,Seed,18.06,Vc,Small,Large,16,20,1.0623529411764705,Mature,288.96,No
Edtech,2014,Hyderabad,4,Series A,1.5,Angel,Small,Small,10,40,0.13636363636363635,Mature,15.0,Yes
Ai,2016,Bangalore,4,Seed,3.33,Pe,Small,Small,8,40,0.37,Mature,26.64,Yes
E-Commerce,2017,Hyderabad,1,Seed,3.0,Angel,Small,Small,7,10,0.375,Growth,21.0,No
Saas,2014,Delhi,1,Seed,3.4,Vc,Large,Medium,10,10,0.3090909090909091,Mature,34.0,No
Healthtech,2008,Pune,3,Series A,2.66,Pe,Small,Small,16,30,0.15647058823529414,Mature,42.56,Yes
E-Commerce,2008,Delhi,2,Series B,2.11,Pe,Small,Small,16,20,0.12411764705882353,Mature,33.76,No
Fintech,2019,Bangalore,4,Series A,7.14,Angel,Medium,Large,5,40,1.19,Growth,35.699999999999996,Yes
Healthtech,2008,Delhi,2,Seed,3.33,Angel,Small,Small,16,20,0.19588235294117648,Mature,53.28,No
E-Commerce,2022,Bangalore,1,Series B,3.07,Vc,Medium,Medium,2,10,1.0233333333333332,Early,6.14,No
Fintech,2015,Pune,2,Seed,10.58,Vc,Medium,Medium,9,20,1.058,Mature,95.22,No
Healthtech,2023,Bangalore,3,Seed,4.22,Vc,Small,Small,1,30,2.11,Early,4.22,Yes
Fintech,2014,Pune,4,Series B,0.32,Vc,Large,Small,10,40,0.02909090909090909,Mature,3.2,Yes
Fintech,2021,Mumbai,4,Series A,13.98,Vc,Large,Large,3,40,3.495,Early,41.94,Yes
Healthtech,2010,Delhi,4,Series A,6.71,Vc,Medium,Medium,14,40,0.4473333333333333,Mature,93.94,Yes
Healthtech,2010,Mumbai,1,Seed,14.79,Angel,Small,Medium,14,10,0.986,Mature,207.06,No
Fintech,2019,Pune,4,Seed,17.88,Vc,Large,Large,5,40,2.98,Growth,89.39999999999999,Yes
Ai,2010,Pune,1,Seed,18.52,Pe,Large,Large,14,10,1.2346666666666666,Mature,259.28,No
Healthtech,2009,Mumbai,3,Series A,3.72,Angel,Small,Small,15,30,0.2325,Mature,55.800000000000004,Yes
E-Commerce,2021,Pune,4,Seed,13.52,Pe,Medium,Large,3,40,3.38,Early,40.56,Yes
Edtech,2021,Hyderabad,2,Seed,1.68,Vc,Medium,Small,3,20,0.42,Early,5.04,No
Saas,2011,Bangalore,1,Seed,9.37,Angel,Small,Medium,13,10,0.6692857142857143,Mature,121.80999999999999,No
Fintech,2014,Chennai,1,Series A,8.65,Vc,Medium,Large,10,10,0.7863636363636364,Mature,86.5,No
Fintech,2016,Mumbai,2,Seed,4.22,Vc,Large,Medium,8,20,0.46888888888888886,Mature,33.76,No
Saas,2010,Hyderabad,2,Series B,15.55,Pe,Medium,Large,14,20,1.0366666666666666,Mature,217.70000000000002,No
Ai,2017,Delhi,3,Seed,18.28,Vc,Large,Large,7,30,2.285,Growth,127.96000000000001,Yes
Saas,2014,Chennai,1,Series A,5.31,Angel,Medium,Medium,10,10,0.48272727272727267,Mature,53.099999999999994,No
Healthtech,2019,Pune,3,Series A,5.14,Angel,Small,Medium,5,30,0.8566666666666666,Growth,25.7,Yes
Saas,2022,Bangalore,2,Series A,4.07,Angel,Small,Small,2,20,1.3566666666666667,Early,8.14,No
Fintech,2011,Hyderabad,4,Seed,13.8,Angel,Medium,Large,13,40,0.9857142857142858,Mature,179.4,Yes
Saas,2008,Chennai,2,Series A,1.32,Pe,Medium,Small,16,20,0.07764705882352942,Mature,21.12,No
Edtech,2012,Bangalore,2,Seed,1.46,Vc,Medium,Small,12,20,0.1123076923076923,Mature,17.52,No
E-Commerce,2015,Bangalore,3,Series A,3.65,Pe,Large,Medium,9,30,0.365,Mature,32.85,Yes
Healthtech,2010,Chennai,3,Seed,11.01,Angel,Small,Medium,14,30,0.734,Mature,154.14,Yes
Saas,2017,Hyderabad,2,Seed,5.2,Pe,Large,Medium,7,20,0.65,Growth,36.4,No
Fintech,2011,Pune,3,Seed,19.75,Vc,Large,Large,13,30,1.4107142857142858,Mature,256.75,Yes
E-Commerce,2022,Chennai,1,Series B,8.02,Pe,Small,Large,2,10,2.6733333333333333,Early,16.04,No
Healthtech,2010,Mumbai,3,Seed,9.51,Angel,Small,Medium,14,30,0.634,Mature,133.14,Yes
Fintech,2022,Bangalore,3,Seed,1.49,Vc,Medium,Small,2,30,0.49666666666666665,Early,2.98,Yes
Ai,2017,Delhi,4,Series A,14.17,Pe,Medium,Large,7,40,1.77125,Growth,99.19,Yes
Edtech,2021,Pune,4,Series A,15.81,Pe,Medium,Large,3,40,3.9525,Early,47.43,Yes
Ai,2021,Chennai,4,Seed,6.82,Angel,Small,Small,3,40,1.705,Early,20.46,Yes
Edtech,2023,Chennai,1,Seed,14.57,Vc,Large,Large,1,10,7.285,Early,14.57,No
Saas,2015,Bangalore,3,Seed,4.71,Angel,Medium,Small,9,30,0.471,Mature,42.39,Yes
Healthtech,2017,Bangalore,3,Seed,16.0,Vc,Medium,Large,7,30,2.0,Growth,112.0,Yes
Saas,2015,Chennai,4,Seed,10.94,Vc,Large,Large,9,40,1.0939999999999999,Mature,98.46,Yes
Edtech,2021,Delhi,1,Series B,8.07,Pe,Medium,Large,3,10,2.0175,Early,24.21,No
Edtech,2011,Bangalore,3,Seed,14.46,Angel,Large,Large,13,30,1.032857142857143,Mature,187.98000000000002,Yes
Edtech,2018,Bangalore,3,Seed,12.37,Vc,Medium,Large,6,30,1.7671428571428571,Growth,74.22,Yes
E-Commerce,2009,Mumbai,3,Series B,10.74,Angel,Medium,Large,15,30,0.67125,Mature,161.1,Yes
Fintech,2019,Hyderabad,3,Series B,4.38,Pe,Medium,Medium,5,30,0.73,Growth,21.9,Yes
Healthtech,2010,Mumbai,1,Seed,17.02,Vc,Small,Medium,14,10,1.1346666666666667,Mature,238.28,No
Saas,2010,Delhi,4,Series A,8.75,Pe,Large,Large,14,40,0.5833333333333334,Mature,122.5,Yes
Saas,2011,Hyderabad,4,Series A,9.02,Vc,Large,Large,13,40,0.6442857142857142,Mature,117.25999999999999,Yes
Ai,2018,Chennai,1,Seed,4.18,Pe,Medium,Small,6,10,0.5971428571428571,Growth,25.08,No
Edtech,2020,Delhi,3,Series A,18.64,Vc,Large,Large,4,30,3.728,Growth,74.56,Yes
Edtech,2009,Delhi,3,Series B,11.18,Pe,Large,Large,15,30,0.69875,Mature,167.7,Yes
Edtech,2009,Mumbai,1,Seed,9.36,Angel,Small,Medium,15,10,0.585,Mature,140.39999999999998,No
Saas,2010,Hyderabad,1,Seed,19.55,Angel,Medium,Large,14,10,1.3033333333333335,Mature,273.7,No
Ai,2019,Delhi,2,Series A,7.45,Angel,Large,Large,5,20,1.2416666666666667,Growth,37.25,No
Fintech,2008,Hyderabad,1,Series A,0.83,Angel,Medium,Small,16,10,0.0488235294117647,Mature,13.28,No
E-Commerce,2015,Pune,3,Series A,4.74,Vc,Medium,Medium,9,30,0.47400000000000003,Mature,42.660000000000004,Yes
Healthtech,2013,Chennai,1,Seed,14.98,Angel,Large,Large,11,10,1.2483333333333333,Mature,164.78,No
Fintech,2010,Hyderabad,4,Series A,3.29,Angel,Small,Small,14,40,0.21933333333333332,Mature,46.06,Yes
Saas,2008,Mumbai,3,Series B,3.29,Angel,Medium,Medium,16,30,0.1935294117647059,Mature,52.64,Yes
E-Commerce,2010,Mumbai,1,Seed,9.22,Pe,Medium,Medium,14,10,0.6146666666666667,Mature,129.08,No
E-Commerce,2008,Delhi,1,Seed,9.17,Angel,Medium,Medium,16,10,0.5394117647058824,Mature,146.72,No
E-Commerce,2010,Hyderabad,1,Series A,9.31,Pe,Large,Large,14,10,0.6206666666666667,Mature,130.34,No
Edtech,2011,Mumbai,3,Seed,4.54,Vc,Medium,Small,13,30,0.3242857142857143,Mature,59.02,Yes
Healthtech,2013,Bangalore,1,Series B,3.54,Pe,Small,Medium,11,10,0.295,Mature,38.94,No
Saas,2014,Mumbai,1,Seed,15.43,Angel,Small,Medium,10,10,1.4027272727272726,Mature,154.3,No
Saas,2014,Chennai,4,Series A,12.16,Vc,Small,Large,10,40,1.1054545454545455,Mature,121.6,Yes
E-Commerce,2016,Bangalore,2,Series A,6.56,Vc,Large,Large,8,20,0.7288888888888888,Mature,52.48,No
Saas,2023,Hyderabad,4,Series A,4.1,Vc,Small,Small,1,40,2.05,Early,4.1,Yes
Healthtech,2015,Pune,2,Series A,17.58,Pe,Large,Large,9,20,1.7579999999999998,Mature,158.21999999999997,No
Healthtech,2020,Delhi,4,Series A,2.9,Vc,Medium,Small,4,40,0.58,Growth,11.6,Yes
Ai,2011,Bangalore,1,Seed,11.76,Angel,Large,Large,13,10,0.84,Mature,152.88,No
Ai,2013,Mumbai,1,Series A,12.28,Vc,Large,Large,11,10,1.0233333333333332,Mature,135.07999999999998,No
Fintech,2018,Delhi,3,Seed,17.17,Vc,Medium,Large,6,30,2.4528571428571433,Growth,103.02000000000001,Yes
Healthtech,2008,Pune,3,Seed,1.32,Angel,Small,Small,16,30,0.07764705882352942,Mature,21.12,Yes
Healthtech,2015,Pune,4,Series A,6.29,Vc,Medium,Medium,9,40,0.629,Mature,56.61,Yes
Healthtech,2013,Delhi,4,Seed,19.33,Vc,Large,Large,11,40,1.6108333333333331,Mature,212.63,Yes
Ai,2009,Delhi,2,Series A,11.46,Angel,Large,Large,15,20,0.71625,Mature,171.9,No
E-Commerce,2015,Delhi,3,Seed,8.47,Angel,Medium,Medium,9,30,0.8470000000000001,Mature,76.23,Yes
E-Commerce,2011,Hyderabad,4,Seed,6.47,Pe,Small,Small,13,40,0.46214285714285713,Mature,84.11,Yes
Saas,2016,Hyderabad,1,Seed,3.15,Pe,Large,Small,8,10,0.35,Mature,25.2,No
E-Commerce,2011,Hyderabad,4,Seed,3.91,Angel,Medium,Small,13,40,0.2792857142857143,Mature,50.83,Yes
Edtech,2008,Mumbai,2,Series B,15.63,Pe,Large,Large,16,20,0.9194117647058824,Mature,250.08,No
Ai,2014,Hyderabad,3,Series A,5.04,Angel,Small,Medium,10,30,0.4581818181818182,Mature,50.4,Yes
Healthtech,2017,Delhi,3,Seed,4.55,Pe,Large,Medium,7,30,0.56875,Growth,31.849999999999998,Yes
E-Commerce,2012,Bangalore,1,Series A,6.52,Pe,Medium,Medium,12,10,0.5015384615384615,Mature,78.24,No
Ai,2017,Bangalore,3,Series B,15.18,Pe,Medium,Large,7,30,1.8975,Growth,106.25999999999999,Yes
E-Commerce,2018,Pune,3,Seed,8.52,Vc,Medium,Medium,6,30,1.217142857142857,Growth,51.12,Yes
Fintech,2019,Bangalore,2,Seed,0.76,Vc,Medium,Small,5,20,0.12666666666666668,Growth,3.8,No
Healthtech,2012,Bangalore,3,Seed,10.36,Vc,Medium,Medium,12,30,0.7969230769230768,Mature,124.32,Yes
Fintech,2011,Bangalore,4,Seed,5.71,Angel,Medium,Medium,13,40,0.40785714285714286,Mature,74.23,Yes
Healthtech,2013,Pune,1,Series A,9.27,Pe,Large,Large,11,10,0.7725,Mature,101.97,No
Ai,2008,Chennai,3,Series A,17.69,Angel,Medium,Large,16,30,1.0405882352941178,Mature,283.04,Yes
Saas,2010,Bangalore,4,Seed,4.1,Angel,Small,Small,14,40,0.2733333333333333,Mature,57.39999999999999,Yes
E-Commerce,2018,Bangalore,1,Series B,6.9,Pe,Medium,Large,6,10,0.9857142857142858,Growth,41.400000000000006,No
E-Commerce,2019,Bangalore,1,Series A,18.92,Pe,Small,Large,5,10,3.1533333333333338,Growth,94.60000000000001,No
Edtech,2014,Pune,2,Series B,15.51,Pe,Large,Large,10,20,1.41,Mature,155.1,No
Fintech,2018,Mumbai,3,Series A,5.63,Pe,Small,Medium,6,30,0.8042857142857143,Growth,33.78,Yes
E-Commerce,2015,Chennai,1,Series A,2.31,Angel,Small,Small,9,10,0.231,Mature,20.79,No
Ai,2019,Bangalore,1,Seed,18.69,Vc,Large,Large,5,10,3.115,Growth,93.45,No
Saas,2016,Pune,1,Seed,3.08,Vc,Medium,Small,8,10,0.3422222222222222,Mature,24.64,No
Ai,2008,Pune,1,Seed,7.42,Angel,Medium,Medium,16,10,0.4364705882352941,Mature,118.72,No
Fintech,2011,Hyderabad,2,Series B,6.77,Vc,Large,Large,13,20,0.48357142857142854,Mature,88.00999999999999,No
Edtech,2009,Mumbai,1,Seed,2.5,Vc,Small,Small,15,10,0.15625,Mature,37.5,No
E-Commerce,2009,Pune,1,Series A,2.2,Pe,Small,Small,15,10,0.1375,Mature,33.0,No
Ai,2008,Pune,2,Seed,5.79,Pe,Small,Small,16,20,0.34058823529411764,Mature,92.64,No
Healthtech,2012,Chennai,2,Series B,7.49,Vc,Large,Large,12,20,0.5761538461538461,Mature,89.88,No
Saas,2023,Hyderabad,2,Series A,19.38,Pe,Large,Large,1,20,9.69,Early,19.38,No
Ai,2009,Hyderabad,1,Series A,10.82,Vc,Small,Large,15,10,0.67625,Mature,162.3,No
Saas,2011,Mumbai,4,Series A,18.2,Angel,Large,Large,13,40,1.3,Mature,236.6,Yes
E-Commerce,2016,Pune,4,Series A,2.74,Vc,Medium,Small,8,40,0.30444444444444446,Mature,21.92,Yes
Healthtech,2018,Hyderabad,1,Series A,4.92,Pe,Large,Large,6,10,0.7028571428571428,Growth,29.52,No
Edtech,2010,Delhi,3,Seed,3.42,Pe,Medium,Small,14,30,0.228,Mature,47.879999999999995,Yes
Edtech,2022,Mumbai,3,Seed,7.63,Pe,Large,Medium,2,30,2.5433333333333334,Early,15.26,Yes
Healthtech,2015,Mumbai,3,Seed,18.37,Angel,Medium,Large,9,30,1.8370000000000002,Mature,165.33,Yes
Saas,2017,Delhi,2,Seed,6.02,Angel,Large,Medium,7,20,0.7525,Growth,42.14,No
E-Commerce,2020,Mumbai,3,Series B,11.99,Vc,Large,Large,4,30,2.398,Growth,47.96,Yes
Ai,2013,Hyderabad,3,Series A,18.33,Pe,Large,Large,11,30,1.5274999999999999,Mature,201.63,Yes
Healthtech,2017,Hyderabad,2,Series B,10.15,Angel,Medium,Large,7,20,1.26875,Growth,71.05,No
Fintech,2012,Hyderabad,4,Seed,10.65,Pe,Medium,Medium,12,40,0.8192307692307692,Mature,127.80000000000001,Yes
Saas,2009,Delhi,1,Seed,11.14,Vc,Small,Medium,15,10,0.69625,Mature,167.10000000000002,No
Edtech,2018,Hyderabad,4,Seed,5.75,Angel,Medium,Medium,6,40,0.8214285714285714,Growth,34.5,Yes
Healthtech,2020,Delhi,2,Series A,8.48,Pe,Medium,Large,4,20,1.6960000000000002,Growth,33.92,No
Edtech,2010,Delhi,3,Series A,16.98,Vc,Small,Large,14,30,1.1320000000000001,Mature,237.72,Yes
Saas,2015,Delhi,3,Series A,8.11,Pe,Small,Medium,9,30,0.8109999999999999,Mature,72.99,Yes
Edtech,2022,Mumbai,4,Seed,8.49,Vc,Medium,Medium,2,40,2.83,Early,16.98,Yes
Healthtech,2019,Chennai,2,Seed,2.5,Vc,Medium,Small,5,20,0.4166666666666667,Growth,12.5,No
Saas,2019,Pune,2,Series A,9.38,Pe,Small,Medium,5,20,1.5633333333333335,Growth,46.900000000000006,No
Fintech,2016,Delhi,4,Series A,1.85,Vc,Large,Small,8,40,0.20555555555555557,Mature,14.8,Yes
Healthtech,2018,Hyderabad,3,Seed,5.49,Vc,Medium,Medium,6,30,0.7842857142857144,Growth,32.94,Yes
Ai,2018,Delhi,2,Seed,19.59,Vc,Medium,Large,6,20,2.7985714285714285,Growth,117.53999999999999,No
E-Commerce,2014,Pune,4,Seed,18.12,Angel,Medium,Large,10,40,1.6472727272727274,Mature,181.20000000000002,Yes
Healthtech,2008,Bangalore,3,Seed,12.5,Vc,Large,Large,16,30,0.7352941176470589,Mature,200.0,Yes
Saas,2023,Mumbai,3,Series A,14.31,Angel,Large,Large,1,30,7.155,Early,14.31,Yes
E-Commerce,2019,Hyderabad,3,Series A,4.9,Vc,Small,Medium,5,30,0.8166666666666668,Growth,24.5,Yes
Healthtech,2019,Mumbai,1,Seed,3.05,Vc,Small,Small,5,10,0.5083333333333333,Growth,15.25,No
Fintech,2020,Mumbai,2,Series A,11.11,Vc,Small,Large,4,20,2.222,Growth,44.44,No
Fintech,2020,Bangalore,2,Seed,17.98,Pe,Large,Large,4,20,3.596,Growth,71.92,No
Ai,2013,Delhi,3,Series A,16.68,Pe,Medium,Large,11,30,1.39,Mature,183.48,Yes
Edtech,2014,Hyderabad,1,Seed,11.87,Pe,Large,Large,10,10,1.079090909090909,Mature,118.69999999999999,No
E-Commerce,2019,Chennai,2,Series B,19.7,Angel,Small,Large,5,20,3.283333333333333,Growth,98.5,No
Saas,2013,Mumbai,2,Series A,5.11,Vc,Small,Medium,11,20,0.42583333333333334,Mature,56.21,No
Saas,2017,Pune,1,Seed,15.38,Pe,Medium,Large,7,10,1.9225,Growth,107.66000000000001,No
Edtech,2018,Chennai,2,Series A,5.82,Vc,Large,Large,6,20,0.8314285714285715,Growth,34.92,No
Fintech,2020,Chennai,2,Series A,19.49,Vc,Large,Large,4,20,3.8979999999999997,Growth,77.96,No
Fintech,2009,Delhi,4,Seed,5.44,Vc,Large,Medium,15,40,0.34,Mature,81.60000000000001,Yes
Healthtech,2020,Chennai,2,Seed,7.44,Vc,Large,Medium,4,20,1.488,Growth,29.76,No
Ai,2016,Hyderabad,1,Seed,9.63,Angel,Small,Medium,8,10,1.07,Mature,77.04,No
E-Commerce,2010,Delhi,1,Series A,6.57,Pe,Medium,Medium,14,10,0.438,Mature,91.98,No
Ai,2013,Pune,3,Seed,5.66,Angel,Medium,Medium,11,30,0.4716666666666667,Mature,62.260000000000005,Yes
Ai,2023,Chennai,4,Series A,9.52,Vc,Large,Large,1,40,4.76,Early,9.52,Yes
Healthtech,2013,Delhi,3,Series A,16.37,Pe,Small,Large,11,30,1.3641666666666667,Mature,180.07000000000002,Yes
Ai,2023,Hyderabad,4,Series A,15.52,Pe,Medium,Large,1,40,7.76,Early,15.52,Yes
Edtech,2015,Mumbai,4,Series A,9.0,Pe,Large,Large,9,40,0.9,Mature,81.0,Yes
Healthtech,2020,Bangalore,3,Series A,6.4,Vc,Small,Medium,4,30,1.28,Growth,25.6,Yes
Edtech,2011,Delhi,2,Seed,2.8,Angel,Medium,Small,13,20,0.19999999999999998,Mature,36.4,No
Healthtech,2022,Pune,4,Seed,17.42,Pe,Small,Large,2,40,5.8066666666666675,Early,34.84,Yes
Ai,2013,Bangalore,3,Series A,17.74,Vc,Small,Large,11,30,1.4783333333333333,Mature,195.14,Yes
Edtech,2008,Mumbai,3,Series A,1.52,Vc,Large,Small,16,30,0.08941176470588236,Mature,24.32,Yes
Edtech,2016,Pune,3,Seed,15.02,Vc,Medium,Large,8,30,1.6688888888888889,Mature,120.16,Yes
Edtech,2019,Hyderabad,3,Seed,17.7,Vc,Large,Large,5,30,2.9499999999999997,Growth,88.5,Yes
Healthtech,2016,Pune,3,Series A,14.78,Vc,Small,Large,8,30,1.6422222222222222,Mature,118.24,Yes
Saas,2014,Mumbai,2,Series A,6.92,Pe,Medium,Medium,10,20,0.629090909090909,Mature,69.2,No
Ai,2018,Bangalore,1,Seed,8.69,Angel,Large,Large,6,10,1.2414285714285713,Growth,52.14,No
Edtech,2020,Hyderabad,2,Seed,6.15,Pe,Medium,Medium,4,20,1.23,Growth,24.6,No
E-Commerce,2008,Pune,1,Series A,10.95,Angel,Large,Large,16,10,0.6441176470588235,Mature,175.2,No
Saas,2010,Chennai,4,Series A,17.82,Angel,Medium,Large,14,40,1.188,Mature,249.48000000000002,Yes
E-Commerce,2019,Chennai,4,Seed,13.49,Pe,Small,Medium,5,40,2.2483333333333335,Growth,67.45,Yes
Ai,2012,Delhi,3,Seed,9.27,Angel,Medium,Medium,12,30,0.713076923076923,Mature,111.24,Yes
Ai,2011,Chennai,2,Seed,17.23,Vc,Large,Large,13,20,1.2307142857142856,Mature,223.99,No
Edtech,2012,Pune,3,Seed,0.22,Angel,Medium,Small,12,30,0.016923076923076923,Mature,2.64,Yes
Edtech,2014,Bangalore,2,Series B,5.64,Vc,Small,Medium,10,20,0.5127272727272727,Mature,56.4,No
Healthtech,2016,Chennai,4,Series A,8.83,Pe,Large,Large,8,40,0.9811111111111112,Mature,70.64,Yes
Saas,2008,Delhi,2,Series B,11.93,Angel,Medium,Large,16,20,0.701764705882353,Mature,190.88,No
Saas,2012,Hyderabad,3,Series A,19.91,Pe,Medium,Large,12,30,1.5315384615384615,Mature,238.92000000000002,Yes
Edtech,2010,Chennai,3,Seed,12.86,Pe,Medium,Large,14,30,0.8573333333333333,Mature,180.04,Yes
Ai,2010,Delhi,4,Series A,7.75,Pe,Medium,Large,14,40,0.5166666666666667,Mature,108.5,Yes
Edtech,2018,Chennai,1,Seed,14.55,Vc,Small,Medium,6,10,2.0785714285714287,Growth,87.30000000000001,No
Ai,2009,Chennai,4,Series A,19.69,Vc,Large,Large,15,40,1.230625,Mature,295.35,Yes
Ai,2013,Pune,3,Seed,12.3,Pe,Medium,Large,11,30,1.0250000000000001,Mature,135.3,Yes
Edtech,2021,Bangalore,4,Seed,7.16,Pe,Small,Medium,3,40,1.79,Early,21.48,Yes
Fintech,2013,Delhi,1,Seed,13.71,Angel,Medium,Large,11,10,1.1425,Mature,150.81,No
Saas,2010,Delhi,3,Series A,9.39,Angel,Large,Large,14,30,0.626,Mature,131.46,Yes
E-Commerce,2008,Mumbai,1,Seed,10.81,Vc,Small,Medium,16,10,0.6358823529411765,Mature,172.96,No
Ai,2014,Mumbai,2,Seed,19.12,Angel,Large,Large,10,20,1.7381818181818183,Mature,191.20000000000002,No
Ai,2009,Delhi,2,Series A,8.84,Angel,Medium,Large,15,20,0.5525,Mature,132.6,No
Fintech,2015,Pune,4,Series A,6.41,Angel,Small,Medium,9,40,0.641,Mature,57.69,Yes
E-Commerce,2023,Bangalore,3,Seed,12.77,Vc,Large,Large,1,30,6.385,Early,12.77,Yes
Healthtech,2010,Chennai,2,Seed,11.45,Vc,Large,Large,14,20,0.7633333333333333,Mature,160.29999999999998,No
Fintech,2008,Hyderabad,3,Series A,8.07,Vc,Small,Medium,16,30,0.4747058823529412,Mature,129.12,Yes
E-Commerce,2017,Pune,3,Seed,6.19,Angel,Medium,Medium,7,30,0.77375,Growth,43.330000000000005,Yes
