industry,founded_year,city,no_of_founders,funding_stage,previous_funding_amount,investment_type,market_size_category,target_funding_category,startup_age
Ai,2019,Bangalore,3,Seed,18.48,Vc,Large,Large,5
Fintech,2022,Pune,3,Series B,13.12,Angel,Medium,Large,2
Edtech,2019,Pune,4,Seed,2.6,Vc,Large,Small,5
Edtech,2013,Mumbai,1,Series A,16.53,Angel,Medium,Large,11
Ai,2020,Chennai,3,Series A,12.67,Vc,Small,Large,4
Saas,2018,Bangalore,1,Series B,0.52,Pe,Small,Small,6
Healthtech,2021,Chennai,1,Seed,18.39,Vc,Small,Large,3
Ai,2017,Hyderabad,1,Series B,1.14,Angel,Small,Small,7
Healthtech,2008,Delhi,3,Series B,12.28,Vc,Medium,Large,16
Saas,2022,Hyderabad,2,Seed,12.1,Pe,Large,Large,2
Edtech,2016,Hyderabad,3,Series A,12.25,Vc,Small,Large,8
Healthtech,2016,Chennai,2,Seed,17.0,Angel,Small,Medium,8
Fintech,2023,Hyderabad,2,Seed,2.65,Pe,Large,Small,1
Fintech,2023,Bangalore,2,Series A,10.79,Vc,Medium,Large,1
Ai,2008,Delhi,3,Series A,11.56,Vc,Small,Large,16
Saas,2011,Chennai,4,Series A,8.07,Angel,Medium,Large,13
Ai,2022,Mumbai,4,Series A,10.66,Vc,Small,Large,2
Ai,2015,Pune,2,Series A,10.12,Vc,Large,Large,9
E-Commerce,2009,Hyderabad,3,Seed,15.23,Angel,Small,Medium,15
Ai,2020,Pune,4,Series A,3.09,Vc,Small,Small,4
E-Commerce,2020,Chennai,4,Series A,0.79,Pe,Large,Small,4
Fintech,2018,Pune,3,Seed,18.64,Angel,Large,Large,6
Fintech,2020,Hyderabad,1,Seed,6.41,Pe,Medium,Medium,4
Ai,2015,Hyderabad,4,Seed,15.88,Pe,Medium,Large,9
Fintech,2017,Chennai,4,Series B,6.53,Pe,Medium,Large,7
Saas,2020,Bangalore,3,Seed,0.28,Angel,Small,Small,4
E-Commerce,2019,Mumbai,3,Seed,4.47,Vc,Medium,Small,5
E-Commerce,2021,Hyderabad,3,Series A,2.29,Vc,Large,Medium,3
Ai,2020,Bangalore,4,Series B,16.49,Angel,Small,Large,4
Fintech,2016,Hyderabad,3,Seed,3.58,Angel,Large,Medium,8
Healthtech,2016,Hyderabad,2,Seed,19.87,Pe,Medium,Large,8
E-Commerce,2021,Bangalore,2,Seed,12.33,Vc,Large,Large,3
Ai,2008,Hyderabad,3,Seed,6.59,Vc,Small,Small,16
Ai,2016,Mumbai,4,Seed,10.19,Pe,Small,Medium,8
Saas,2011,Pune,4,Seed,19.24,Vc,Medium,Large,13
Edtech,2019,Chennai,4,Seed,12.8,Angel,Large,Large,5
Edtech,2019,Pune,3,Series B,15.12,Pe,Medium,Large,5
E-Commerce,2015,Bangalore,1,Series A,9.98,Pe,Medium,Large,9
Saas,2020,Pune,2,Series A,10.75,Angel,Medium,Large,4
Saas,2021,Delhi,3,Seed,19.68,Angel,Large,Large,3
Saas,2016,Hyderabad,1,Series A,12.17,Angel,Large,Large,8
E-Commerce,2010,Chennai,1,Seed,10.93,Angel,Medium,Medium,14
Edtech,2013,Mumbai,3,Seed,17.49,Pe,Small,Large,11
Saas,2010,Mumbai,1,Series A,9.09,Angel,Medium,Large,14
Fintech,2008,Delhi,1,Series A,9.58,Vc,Small,Medium,16
Ai,2017,Pune,1,Series B,14.26,Angel,Medium,Large,7
Ai,2013,Mumbai,2,Series A,3.36,Angel,Medium,Medium,11
Healthtech,2023,Pune,1,Series A,2.78,Angel,Small,Small,1
Healthtech,2012,Chennai,1,Seed,12.44,Pe,Medium,Large,12
E-Commerce,2010,Delhi,3,Series A,3.83,Pe,Medium,Medium,14
E-Commerce,2021,Pune,3,Series B,8.82,Angel,Large,Large,3
Ai,2021,Bangalore,2,Series A,16.13,Pe,Medium,Large,3
Fintech,2011,Pune,3,Series A,6.34,Vc,Large,Large,13
Edtech,2009,Pune,2,Series B,14.9,Vc,Medium,Large,15
Edtech,2019,Delhi,1,Seed,6.69,Vc,Small,Small,5
E-Commerce,2017,Bangalore,1,Series A,0.99,Vc,Large,Small,7
Fintech,2017,Mumbai,1,Seed,2.01,Pe,Medium,Small,7
E-Commerce,2020,Chennai,3,Seed,8.79,Vc,Large,Large,4
Edtech,2021,Pune,2,Series A,6.49,Pe,Small,Medium,3
E-Commerce,2011,Hyderabad,3,Seed,9.49,Pe,Large,Large,13
Saas,2023,Delhi,3,Series B,10.56,Angel,Small,Large,1
E-Commerce,2011,Mumbai,2,Seed,18.87,Angel,Large,Large,13
Ai,2010,Pune,2,Seed,9.55,Vc,Large,Large,14
E-Commerce,2013,Chennai,4,Seed,17.18,Angel,Medium,Large,11
Ai,2008,Hyderabad,4,Series B,17.04,Vc,Small,Large,16
Fintech,2016,Delhi,4,Seed,17.77,Vc,Large,Large,8
Edtech,2018,Chennai,2,Series A,10.85,Angel,Small,Large,6
Healthtech,2017,Mumbai,1,Series B,5.87,Angel,Medium,Large,7
Healthtech,2023,Pune,3,Seed,15.77,Vc,Large,Large,1
Edtech,2010,Pune,3,Seed,6.59,Pe,Large,Medium,14
Healthtech,2010,Pune,4,Seed,17.94,Angel,Medium,Large,14
E-Commerce,2019,Delhi,1,Seed,2.28,Pe,Medium,Small,5
Fintech,2010,Pune,2,Seed,13.63,Pe,Small,Medium,14
Fintech,2014,Delhi,3,Seed,9.73,Angel,Small,Medium,10
Edtech,2015,Pune,1,Series B,12.22,Vc,Medium,Large,9
Healthtech,2009,Bangalore,3,Series A,2.4,Pe,Medium,Small,15
E-Commerce,2008,Pune,3,Series A,19.43,Vc,Small,Large,16
Fintech,2012,Bangalore,3,Series B,14.35,Angel,Large,Large,12
Fintech,2023,Delhi,2,Seed,5.84,Angel,Small,Small,1
Saas,2015,Chennai,2,Series A,17.81,Angel,Large,Large,9
Saas,2021,Mumbai,3,Seed,9.17,Pe,Medium,Medium,3
Fintech,2010,Hyderabad,2,Seed,3.88,Pe,Medium,Small,14
Edtech,2013,Bangalore,1,Seed,8.73,Vc,Small,Medium,11
Ai,2010,Mumbai,1,Seed,6.52,Angel,Small,Small,14
Ai,2022,Pune,3,Series A,14.23,Angel,Large,Large,2
E-Commerce,2013,Delhi,4,Seed,0.62,Angel,Medium,Small,11
Fintech,2019,Mumbai,1,Series A,17.63,Vc,Large,Large,5
Fintech,2011,Mumbai,2,Seed,8.76,Vc,Medium,Medium,13
Fintech,2021,Pune,2,Seed,2.44,Angel,Small,Small,3
Edtech,2018,Mumbai,1,Seed,15.4,Pe,Medium,Large,6
Saas,2022,Delhi,4,Series A,19.77,Pe,Small,Large,2
Fintech,2014,Bangalore,3,Seed,18.07,Angel,Small,Large,10
Fintech,2018,Hyderabad,1,Series A,3.46,Pe,Small,Small,6
Healthtech,2017,Chennai,2,Seed,4.49,Angel,Large,Medium,7
Edtech,2008,Bangalore,4,Seed,19.76,Angel,Medium,Large,16
E-Commerce,2023,Hyderabad,3,Seed,4.21,Angel,Large,Medium,1
Fintech,2023,Delhi,2,Series A,6.17,Angel,Large,Large,1
Healthtech,2008,Hyderabad,3,Seed,12.53,Angel,Medium,Large,16
Ai,2022,Delhi,3,Seed,5.97,Vc,Large,Medium,2
E-Commerce,2012,Hyderabad,4,Seed,7.75,Vc,Large,Medium,12
Fintech,2016,Bangalore,3,Series A,14.88,Pe,Large,Large,8
Fintech,2012,Pune,2,Series B,11.95,Angel,Medium,Large,12
Healthtech,2011,Pune,3,Seed,16.24,Angel,Medium,Large,13
Edtech,2015,Pune,3,Seed,15.55,Pe,Large,Large,9
Fintech,2020,Delhi,1,Seed,16.03,Pe,Small,Medium,4
Ai,2012,Mumbai,1,Series B,3.72,Pe,Small,Medium,12
Fintech,2008,Pune,2,Seed,5.29,Vc,Large,Medium,16
Ai,2014,Delhi,3,Series B,3.81,Pe,Large,Large,10
E-Commerce,2018,Delhi,1,Seed,2.63,Vc,Large,Small,6
E-Commerce,2022,Hyderabad,2,Series B,17.04,Vc,Large,Large,2
Saas,2011,Delhi,3,Series B,0.28,Vc,Small,Small,13
Saas,2017,Hyderabad,2,Seed,12.62,Vc,Medium,Large,7
Ai,2012,Bangalore,3,Series A,17.48,Vc,Small,Large,12
Edtech,2020,Delhi,4,Series A,3.52,Vc,Large,Medium,4
Fintech,2013,Mumbai,1,Seed,18.65,Angel,Small,Large,11
Fintech,2020,Mumbai,4,Seed,19.16,Vc,Medium,Large,4
Saas,2014,Bangalore,3,Series B,11.7,Pe,Medium,Large,10
Ai,2018,Pune,4,Series B,13.41,Vc,Medium,Large,6
Fintech,2009,Mumbai,4,Series B,3.9,Pe,Medium,Medium,15
Fintech,2022,Hyderabad,1,Series B,19.69,Angel,Small,Large,2
Edtech,2021,Delhi,4,Series A,14.84,Pe,Small,Large,3
Healthtech,2022,Chennai,3,Seed,10.42,Angel,Small,Medium,2
Saas,2008,Delhi,3,Series A,10.12,Vc,Large,Large,16
Saas,2019,Delhi,4,Seed,12.44,Vc,Medium,Large,5
Healthtech,2010,Chennai,1,Seed,3.89,Angel,Small,Small,14
Fintech,2017,Pune,1,Series A,12.02,Pe,Small,Large,7
Edtech,2019,Mumbai,4,Series A,1.58,Pe,Medium,Small,5
Edtech,2008,Mumbai,1,Series A,12.17,Angel,Medium,Large,16
Saas,2011,Delhi,4,Seed,11.58,Angel,Large,Large,13
Edtech,2013,Mumbai,4,Series B,7.28,Vc,Small,Large,11
E-Commerce,2012,Hyderabad,2,Seed,1.99,Angel,Large,Small,12
Healthtech,2020,Hyderabad,4,Series A,11.09,Vc,Medium,Large,4
Fintech,2018,Chennai,1,Seed,8.86,Pe,Medium,Medium,6
E-Commerce,2011,Delhi,3,Series A,6.39,Pe,Large,Large,13
Healthtech,2014,Pune,4,Seed,8.67,Vc,Medium,Medium,10
Ai,2020,Hyderabad,2,Seed,1.41,Pe,Medium,Small,4
Saas,2018,Bangalore,2,Series B,1.89,Vc,Large,Medium,6
Edtech,2018,Mumbai,2,Series B,3.06,Vc,Medium,Medium,6
Ai,2013,Pune,2,Series A,11.16,Angel,Large,Large,11
Edtech,2010,Delhi,1,Seed,5.81,Angel,Medium,Medium,14
E-Commerce,2016,Hyderabad,3,Series A,4.86,Angel,Medium,Medium,8
Fintech,2022,Chennai,4,Seed,12.68,Vc,Small,Medium,2
Fintech,2012,Hyderabad,4,Series A,12.02,Vc,Medium,Large,12
Fintech,2020,Bangalore,3,Seed,6.9,Angel,Large,Medium,4
Edtech,2017,Hyderabad,4,Seed,18.76,Angel,Large,Large,7
Ai,2008,Delhi,4,Series A,8.08,Vc,Large,Large,16
Fintech,2020,Chennai,2,Seed,3.95,Angel,Large,Medium,4
Ai,2013,Chennai,2,Series A,17.8,Vc,Medium,Large,11
Edtech,2012,Bangalore,1,Seed,14.1,Pe,Large,Large,12
E-Commerce,2017,Delhi,3,Series A,15.03,Vc,Large,Large,7
Ai,2015,Bangalore,1,Seed,17.01,Pe,Medium,Large,9
E-Commerce,2011,Bangalore,4,Series A,15.96,Pe,Small,Large,13
Edtech,2019,Bangalore,2,Seed,16.99,Vc,Medium,Large,5
Edtech,2008,Hyderabad,2,Seed,4.71,Pe,Large,Medium,16
Saas,2018,Mumbai,2,Seed,12.39,Angel,Large,Large,6
Edtech,2009,Hyderabad,3,Series A,13.58,Angel,Large,Large,15
Edtech,2015,Delhi,4,Seed,6.0,Angel,Large,Medium,9
Healthtech,2017,Pune,3,Seed,19.89,Pe,Large,Large,7
Fintech,2015,Bangalore,2,Seed,16.18,Vc,Small,Medium,9
Saas,2023,Bangalore,3,Seed,18.31,Vc,Small,Large,1
Saas,2020,Mumbai,2,Seed,3.21,Vc,Medium,Small,4
Saas,2021,Chennai,3,Seed,0.95,Angel,Medium,Small,3
Healthtech,2012,Bangalore,3,Seed,0.77,Vc,Medium,Small,12
E-Commerce,2013,Hyderabad,2,Series A,17.36,Angel,Large,Large,11
Edtech,2009,Bangalore,4,Seed,11.02,Angel,Small,Medium,15
Fintech,2018,Delhi,4,Seed,6.29,Angel,Large,Medium,6
Ai,2019,Mumbai,3,Series A,16.15,Angel,Large,Large,5
E-Commerce,2016,Pune,2,Series A,12.95,Vc,Small,Large,8
Edtech,2022,Chennai,1,Seed,12.46,Angel,Large,Large,2
Healthtech,2013,Pune,3,Series A,15.99,Angel,Small,Large,11
Edtech,2019,Delhi,1,Seed,9.49,Pe,Small,Medium,5
Edtech,2016,Hyderabad,2,Series A,3.4,Vc,Large,Medium,8
Healthtech,2018,Pune,4,Seed,18.37,Vc,Small,Large,6
Saas,2017,Delhi,4,Series B,17.33,Angel,Small,Large,7
Saas,2010,Pune,2,Series A,5.12,Angel,Large,Large,14
Fintech,2013,Bangalore,3,Seed,6.71,Pe,Medium,Medium,11
Fintech,2017,Mumbai,4,Seed,16.44,Angel,Large,Large,7
Saas,2023,Bangalore,3,Series A,19.45,Angel,Small,Large,1
E-Commerce,2012,Mumbai,4,Seed,15.55,Pe,Medium,Large,12
Ai,2023,Hyderabad,4,Seed,1.24,Vc,Medium,Small,1
Edtech,2016,Delhi,3,Seed,8.28,Vc,Large,Large,8
Ai,2020,Pune,2,Seed,15.57,Angel,Large,Large,4
Edtech,2017,Mumbai,3,Seed,9.43,Pe,Small,Medium,7
Saas,2022,Delhi,1,Series A,13.58,Angel,Medium,Large,2
Fintech,2008,Pune,4,Series A,0.92,Vc,Medium,Small,16
E-Commerce,2016,Mumbai,4,Series A,4.39,Vc,Small,Medium,8
Fintech,2012,Bangalore,3,Seed,15.23,Pe,Medium,Large,12
Ai,2008,Mumbai,2,Series A,4.01,Pe,Small,Small,16
Fintech,2017,Mumbai,4,Series B,19.43,Angel,Medium,Large,7
Saas,2015,Chennai,1,Seed,7.46,Pe,Medium,Medium,9
E-Commerce,2014,Pune,1,Series A,4.05,Vc,Medium,Medium,10
Ai,2021,Pune,3,Series A,4.05,Vc,Small,Small,3
E-Commerce,2013,Hyderabad,4,Series A,3.67,Vc,Medium,Medium,11
Edtech,2009,Pune,2,Seed,7.08,Vc,Large,Medium,15
Fintech,2012,Bangalore,2,Seed,11.72,Pe,Medium,Medium,12
E-Commerce,2010,Bangalore,3,Seed,17.69,Pe,Small,Large,14
Healthtech,2009,Delhi,4,Seed,18.68,Vc,Large,Large,15
Fintech,2021,Mumbai,2,Series B,12.08,Angel,Medium,Large,3
Edtech,2017,Mumbai,3,Seed,12.73,Vc,Medium,Large,7
E-Commerce,2008,Pune,4,Series A,10.51,Angel,Medium,Large,16
Ai,2016,Mumbai,2,Series A,6.87,Vc,Small,Medium,8
Edtech,2009,Bangalore,1,Seed,10.77,Angel,Medium,Medium,15
Healthtech,2020,Chennai,4,Series B,3.48,Vc,Large,Large,4
E-Commerce,2018,Delhi,3,Series A,6.59,Pe,Medium,Medium,6
Saas,2008,Mumbai,2,Seed,4.15,Pe,Large,Medium,16
Fintech,2021,Chennai,2,Seed,16.83,Vc,Medium,Large,3
Ai,2014,Pune,3,Seed,3.43,Vc,Small,Small,10
Saas,2016,Hyderabad,4,Seed,14.99,Vc,Large,Large,8
E-Commerce,2013,Bangalore,4,Seed,1.51,Vc,Small,Small,11
E-Commerce,2023,Hyderabad,1,Series A,13.26,Vc,Large,Large,1
Edtech,2015,Bangalore,2,Seed,15.36,Angel,Small,Medium,9
E-Commerce,2022,Delhi,3,Series A,2.19,Pe,Small,Small,2
Ai,2018,Pune,1,Seed,15.49,Vc,Medium,Large,6
Saas,2014,Hyderabad,2,Seed,11.8,Pe,Small,Medium,10
Ai,2016,Delhi,2,Seed,13.79,Vc,Small,Medium,8
Healthtech,2014,Delhi,2,Series B,14.52,Pe,Medium,Large,10
Healthtech,2020,Delhi,3,Seed,3.43,Pe,Small,Small,4
Fintech,2013,Hyderabad,3,Series A,16.0,Vc,Medium,Large,11
Fintech,2008,Hyderabad,3,Seed,15.68,Pe,Medium,Large,16
Healthtech,2016,Hyderabad,1,Seed,13.01,Angel,Large,Large,8
E-Commerce,2017,Mumbai,2,Series A,10.19,Vc,Small,Large,7
Ai,2023,Delhi,2,Series B,17.03,Vc,Medium,Large,1
Healthtech,2012,Pune,1,Series A,17.64,Vc,Large,Large,12
Fintech,2020,Mumbai,1,Series A,6.83,Pe,Medium,Medium,4
Healthtech,2009,Bangalore,3,Seed,10.75,Vc,Medium,Medium,15
E-Commerce,2022,Hyderabad,2,Seed,9.11,Vc,Small,Medium,2
Healthtech,2021,Pune,4,Seed,8.62,Angel,Large,Large,3
Ai,2019,Chennai,4,Seed,16.59,Vc,Small,Medium,5
Saas,2018,Bangalore,1,Seed,13.34,Angel,Small,Medium,6
E-Commerce,2015,Delhi,1,Seed,9.58,Angel,Medium,Medium,9
Fintech,2020,Delhi,1,Seed,15.81,Vc,Medium,Large,4
Ai,2023,Pune,4,Series A,18.87,Angel,Large,Large,1
Healthtech,2011,Mumbai,4,Seed,8.27,Angel,Large,Large,13
Healthtech,2021,Hyderabad,3,Seed,2.88,Angel,Medium,Small,3
Saas,2010,Pune,3,Series A,18.41,Pe,Small,Large,14
Fintech,2020,Hyderabad,2,Series B,19.16,Vc,Small,Large,4
Fintech,2008,Bangalore,3,Series A,8.3,Angel,Small,Medium,16
Edtech,2012,Pune,2,Seed,13.04,Vc,Medium,Large,12
Fintech,2010,Bangalore,3,Seed,1.99,Angel,Small,Small,14
Saas,2022,Bangalore,3,Seed,1.12,Pe,Small,Small,2
Edtech,2011,Chennai,3,Seed,2.07,Pe,Medium,Small,13
Edtech,2023,Chennai,4,Seed,15.53,Vc,Large,Large,1
Healthtech,2022,Delhi,4,Seed,9.29,Pe,Large,Large,2
Healthtech,2016,Delhi,1,Seed,13.18,Pe,Small,Medium,8
Fintech,2018,Delhi,3,Seed,11.18,Vc,Large,Large,6
Edtech,2021,Pune,4,Seed,4.04,Vc,Medium,Small,3
Healthtech,2014,Hyderabad,2,Series A,16.32,Angel,Medium,Large,10
Saas,2018,Delhi,3,Seed,4.44,Vc,Large,Medium,6
Healthtech,2012,Mumbai,4,Seed,3.81,Angel,Small,Small,12
E-Commerce,2015,Bangalore,1,Series A,12.43,Vc,Large,Large,9
E-Commerce,2013,Pune,1,Series A,17.41,Angel,Large,Large,11
Healthtech,2017,Hyderabad,2,Seed,17.35,Pe,Large,Large,7
Edtech,2009,Chennai,2,Seed,8.88,Pe,Medium,Medium,15
Edtech,2014,Bangalore,4,Series A,13.77,Angel,Medium,Large,10
Ai,2008,Delhi,1,Series A,16.54,Angel,Large,Large,16
E-Commerce,2010,Chennai,4,Seed,4.48,Vc,Small,Small,14
Saas,2019,Chennai,3,Seed,8.02,Pe,Medium,Medium,5
Edtech,2008,Chennai,2,Series A,12.74,Vc,Medium,Large,16
Fintech,2021,Pune,2,Seed,16.82,Angel,Large,Large,3
E-Commerce,2022,Bangalore,3,Seed,6.85,Angel,Medium,Medium,2
Saas,2008,Hyderabad,3,Series A,12.5,Angel,Large,Large,16
Saas,2022,Bangalore,3,Seed,1.36,Pe,Large,Small,2
Edtech,2012,Mumbai,1,Seed,18.66,Vc,Small,Large,12
Saas,2013,Delhi,1,Series A,17.94,Pe,Small,Large,11
Edtech,2023,Pune,3,Series A,18.46,Vc,Medium,Large,1
Healthtech,2019,Hyderabad,2,Seed,19.37,Angel,Small,Large,5
E-Commerce,2010,Pune,2,Series B,16.94,Angel,Medium,Large,14
Ai,2021,Hyderabad,1,Seed,4.38,Vc,Small,Small,3
Healthtech,2010,Delhi,1,Series A,11.71,Pe,Medium,Large,14
E-Commerce,2010,Mumbai,2,Series A,3.76,Angel,Large,Medium,14
Edtech,2008,Chennai,4,Series A,0.61,Pe,Small,Small,16
E-Commerce,2012,Delhi,1,Seed,3.04,Pe,Medium,Small,12
Edtech,2008,Chennai,1,Seed,16.87,Vc,Small,Medium,16
Healthtech,2017,Delhi,2,Series A,14.93,Vc,Medium,Large,7
Fintech,2017,Bangalore,3,Series A,15.25,Vc,Medium,Large,7
Fintech,2010,Pune,2,Seed,8.24,Pe,Small,Medium,14
E-Commerce,2020,Mumbai,1,Series A,0.73,Angel,Large,Small,4
Fintech,2013,Pune,3,Series A,6.49,Vc,Medium,Medium,11
Edtech,2018,Mumbai,4,Seed,9.21,Pe,Medium,Medium,6
Saas,2013,Delhi,3,Series B,7.29,Vc,Large,Large,11
Edtech,2010,Mumbai,4,Seed,10.13,Vc,Medium,Medium,14
Saas,2023,Chennai,2,Seed,12.32,Pe,Medium,Large,1
Healthtech,2016,Mumbai,3,Seed,2.54,Pe,Small,Small,8
Ai,2015,Mumbai,3,Series B,18.18,Vc,Small,Large,9
Saas,2018,Pune,2,Seed,11.29,Vc,Small,Medium,6
Fintech,2010,Mumbai,4,Series A,17.15,Vc,Large,Large,14
Edtech,2012,Hyderabad,4,Series A,9.59,Vc,Small,Medium,12
Healthtech,2012,Delhi,4,Seed,14.68,Vc,Medium,Large,12
Fintech,2022,Bangalore,3,Seed,17.92,Angel,Small,Large,2
Healthtech,2021,Bangalore,3,Seed,12.1,Vc,Small,Medium,3
Ai,2012,Hyderabad,4,Seed,8.29,Angel,Small,Medium,12
Edtech,2010,Pune,4,Series A,11.6,Angel,Medium,Large,14
E-Commerce,2012,Hyderabad,2,Series B,3.5,Angel,Small,Medium,12
Edtech,2012,Bangalore,4,Series B,14.11,Angel,Medium,Large,12
Ai,2011,Chennai,2,Seed,0.94,Vc,Large,Small,13
Edtech,2011,Bangalore,4,Series A,9.16,Pe,Medium,Large,13
E-Commerce,2009,Bangalore,4,Series A,11.01,Vc,Small,Large,15
Saas,2016,Delhi,4,Series A,8.17,Vc,Small,Medium,8
Healthtech,2022,Bangalore,1,Seed,9.76,Angel,Small,Medium,2
E-Commerce,2014,Bangalore,1,Seed,3.68,Angel,Small,Small,10
Fintech,2008,Mumbai,2,Series B,1.75,Pe,Small,Small,16
Ai,2012,Hyderabad,4,Series A,8.97,Angel,Medium,Large,12
Saas,2009,Bangalore,1,Series A,18.69,Vc,Small,Large,15
Fintech,2017,Bangalore,4,Series A,3.76,Vc,Small,Small,7
Fintech,2013,Chennai,2,Seed,5.81,Vc,Large,Medium,11
Ai,2014,Bangalore,4,Series A,17.61,Angel,Medium,Large,10
Saas,2019,Delhi,4,Seed,5.5,Pe,Medium,Medium,5
Fintech,2009,Pune,1,Seed,7.84,Vc,Medium,Medium,15
Fintech,2018,Chennai,4,Seed,2.22,Pe,Large,Small,6
Saas,2013,Bangalore,1,Seed,1.12,Pe,Large,Small,11
Edtech,2022,Pune,3,Series A,13.28,Vc,Small,Large,2
Fintech,2020,Delhi,1,Series A,3.15,Vc,Large,Medium,4
Healthtech,2010,Hyderabad,3,Series A,11.26,Pe,Medium,Large,14
Saas,2016,Bangalore,1,Seed,8.72,Vc,Large,Large,8
Fintech,2022,Hyderabad,3,Series B,2.07,Pe,Small,Small,2
Ai,2011,Bangalore,1,Series A,8.69,Pe,Large,Large,13
E-Commerce,2010,Chennai,4,Seed,5.11,Angel,Medium,Medium,14
Healthtech,2020,Chennai,1,Seed,17.2,Pe,Small,Large,4
E-Commerce,2023,Pune,3,Series A,5.41,Vc,Small,Medium,1
E-Commerce,2018,Delhi,3,Seed,14.03,Vc,Large,Large,6
Fintech,2010,Mumbai,2,Seed,13.76,Vc,Small,Medium,14
Healthtech,2009,Pune,4,Series A,4.02,Pe,Large,Medium,15
Healthtech,2019,Pune,4,Seed,11.2,Vc,Large,Large,5
Edtech,2016,Delhi,2,Series A,16.86,Angel,Medium,Large,8
E-Commerce,2015,Bangalore,3,Series A,2.19,Vc,Medium,Small,9
Healthtech,2012,Hyderabad,1,Seed,12.29,Vc,Medium,Large,12
Edtech,2021,Hyderabad,2,Seed,3.56,Pe,Small,Small,3
Saas,2021,Bangalore,2,Series B,4.97,Vc,Medium,Large,3
Edtech,2020,Mumbai,2,Seed,13.04,Angel,Large,Large,4
Ai,2016,Mumbai,2,Series A,12.84,Pe,Large,Large,8
Fintech,2020,Mumbai,2,Series B,13.36,Pe,Medium,Large,4
Saas,2009,Bangalore,3,Seed,10.94,Pe,Medium,Medium,15
Saas,2023,Chennai,2,Series A,15.72,Vc,Medium,Large,1
Ai,2013,Pune,3,Series A,13.04,Vc,Small,Large,11
Edtech,2014,Chennai,3,Seed,4.42,Pe,Medium,Small,10
Fintech,2013,Bangalore,1,Series A,2.21,Angel,Small,Small,11
Edtech,2022,Chennai,2,Seed,0.4,Angel,Medium,Small,2
Healthtech,2010,Mumbai,2,Seed,0.34,Angel,Small,Small,14
Edtech,2017,Chennai,1,Series A,2.31,Vc,Large,Medium,7
Saas,2021,Bangalore,4,Series A,8.8,Pe,Small,Medium,3
Fintech,2017,Pune,4,Seed,0.32,Pe,Medium,Small,7
Edtech,2023,Chennai,2,Series B,7.78,Vc,Medium,Large,1
Fintech,2017,Chennai,4,Series B,15.59,Vc,Small,Large,7
Fintech,2016,Chennai,2,Seed,2.74,Angel,Large,Small,8
Healthtech,2021,Chennai,4,Series B,15.8,Vc,Large,Large,3
Healthtech,2022,Pune,3,Seed,3.96,Vc,Large,Medium,2
Saas,2019,Bangalore,4,Series A,4.72,Pe,Large,Large,5
Ai,2015,Delhi,4,Series A,5.03,Angel,Small,Medium,9
Fintech,2022,Chennai,3,Seed,6.61,Pe,Medium,Medium,2
Ai,2015,Delhi,1,Series A,10.12,Pe,Medium,Large,9
Saas,2015,Pune,3,Seed,13.68,Pe,Large,Large,9
Fintech,2016,Bangalore,4,Series A,15.57,Pe,Large,Large,8
Fintech,2008,Hyderabad,2,Seed,0.63,Pe,Large,Small,16
E-Commerce,2015,Delhi,2,Series A,3.08,Angel,Large,Medium,9
Ai,2009,Bangalore,4,Series A,15.02,Pe,Medium,Large,15
Edtech,2011,Hyderabad,1,Series A,15.49,Vc,Medium,Large,13
Healthtech,2008,Chennai,2,Series A,18.9,Angel,Medium,Large,16
Edtech,2019,Pune,1,Seed,5.96,Pe,Medium,Medium,5
Ai,2013,Pune,2,Seed,4.66,Vc,Large,Medium,11
Healthtech,2017,Bangalore,1,Seed,11.56,Pe,Small,Medium,7
Edtech,2008,Mumbai,2,Series B,1.76,Vc,Large,Medium,16
E-Commerce,2019,Hyderabad,2,Seed,14.56,Pe,Small,Medium,5
Healthtech,2012,Mumbai,2,Seed,9.67,Angel,Medium,Medium,12
Fintech,2022,Pune,2,Series A,14.26,Vc,Large,Large,2
Edtech,2016,Pune,4,Series A,3.34,Angel,Large,Medium,8
Healthtech,2008,Chennai,2,Series A,9.4,Angel,Medium,Large,16
E-Commerce,2016,Chennai,1,Series A,7.04,Pe,Medium,Medium,8
Healthtech,2011,Delhi,1,Series B,9.53,Pe,Small,Large,13
Healthtech,2010,Pune,3,Seed,11.25,Angel,Medium,Medium,14
E-Commerce,2015,Chennai,1,Seed,13.76,Pe,Small,Medium,9
Edtech,2013,Delhi,2,Series B,17.36,Angel,Medium,Large,11
Saas,2014,Hyderabad,1,Seed,4.81,Pe,Small,Small,10
Edtech,2016,Mumbai,2,Series B,8.65,Pe,Medium,Large,8
Ai,2012,Hyderabad,2,Seed,2.44,Pe,Medium,Small,12
E-Commerce,2020,Mumbai,3,Series A,6.82,Pe,Medium,Medium,4
Edtech,2023,Bangalore,4,Series B,7.72,Pe,Small,Large,1
Healthtech,2009,Hyderabad,1,Seed,8.94,Pe,Medium,Medium,15
E-Commerce,2010,Bangalore,1,Series B,18.55,Vc,Large,Large,14
Fintech,2010,Mumbai,2,Seed,18.22,Pe,Medium,Large,14
Edtech,2011,Pune,1,Seed,1.57,Pe,Small,Small,13
E-Commerce,2017,Pune,1,Seed,8.39,Angel,Small,Medium,7
Edtech,2014,Delhi,4,Seed,6.54,Pe,Medium,Medium,10
E-Commerce,2019,Hyderabad,1,Seed,7.35,Vc,Large,Medium,5
